,head,variable,value
273,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi27
274,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,concept_vocab_index,vi1235
275,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,l_text_topics,topic_8
276,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,l_text_topics,topic_10
277,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi908
278,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi980
279,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi848
280,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi144
281,Course2_W7-S2-L5_TF-IDF_Weighting_3-42,l_text_topics,topic_9
282,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi1422
283,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi915
284,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi73
285,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi980
286,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,concept_vocab_index,vi993
287,Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi818
288,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi1443
289,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi774
290,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi226
291,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi43
292,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,l_text_topics,topic_6
293,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,concept_vocab_index,vi908
294,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi1284
295,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi257
296,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi1206
297,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,concept_vocab_index,vi1372
298,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi1341
299,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi1067
300,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi806
301,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi1087
302,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi567
303,Course3_W11-S1-L6_-_Knowledge_Representation_-_15_slides_12-18,concept_vocab_index,vi1345
304,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1292
305,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi898
306,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,l_text_topics,topic_12
307,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,concept_vocab_index,vi363
308,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi387
309,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,concept_vocab_index,vi512
310,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi642
311,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi826
312,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,l_text_topics,topic_7
313,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi888
314,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,concept_vocab_index,vi1284
315,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi130
316,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi314
317,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi62
318,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,l_text_topics,topic_2
319,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,l_text_topics,topic_12
320,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi1403
321,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,l_text_topics,topic_4
322,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi171
323,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi1112
324,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi943
325,Course2_W7-S1-L3_The_Inverted_Index_10-42,concept_vocab_index,vi1296
326,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi55
327,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,concept_vocab_index,vi854
328,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi27
329,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi442
330,Course2_W3-S1-L2_Naive_Bayes_3-19,l_text_topics,topic_10
331,Course1_W8-S1-L8_Summary_2-45,prerequisite,Course1_W8-S1-L7_An_Example_Application_9-28
332,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi1072
333,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1414
334,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi980
335,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,l_text_topics,topic_10
336,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi458
337,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi340
338,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi228
339,Course1_W5-S2-L9_Summary_1-48,l_text_topics,topic_12
340,Course1_W5-S2-L1_Introduction_3-24,concept_vocab_index,vi905
341,Course2_W1-S3-L2_Computing_Minimum_Edit_Distance_5-54,l_text_topics,topic_6
342,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi55
343,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi603
344,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,concept_vocab_index,vi1206
345,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1087
346,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi299
347,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi299
348,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi299
349,Course1_W5-S2-L9_Summary_1-48,concept_vocab_index,vi468
350,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi984
351,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi134
352,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi211
353,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi988
354,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,concept_vocab_index,vi1434
355,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi1091
356,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi499
357,Course2_W1-S2-L1_Regular_Expressions_11-25,l_text_topics,topic_5
358,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1051
359,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,prerequisite,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36
360,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,l_text_topics,topic_14
361,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,prerequisite,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17
362,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi545
363,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi1074
364,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi988
365,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,concept_vocab_index,vi1252
366,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi538
367,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi119
368,Course1_W8-S1-L7_An_Example_Application_9-28,concept_vocab_index,vi1341
369,Course2_W1-S1-L1_Course_Introduction_14-11,l_text_topics,topic_5
370,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,concept_vocab_index,vi178
371,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi980
372,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi363
373,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi1079
374,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi991
375,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi943
376,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi131
377,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,concept_vocab_index,vi938
378,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,concept_vocab_index,vi893
379,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,l_text_topics,topic_8
380,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,concept_vocab_index,vi982
381,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi1043
382,Course2_W8-S2-L5_Advanced-_Answering_Complex_Questions_4-52,concept_vocab_index,vi1206
383,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,concept_vocab_index,vi773
384,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,l_text_topics,topic_11
385,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,l_text_topics,topic_12
386,Course1_W8-S1-L8_Summary_2-45,concept_vocab_index,vi832
387,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,concept_vocab_index,vi1057
388,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,l_text_topics,topic_12
389,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi226
390,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi586
391,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi993
392,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi72
393,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,level,level_2
394,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1206
395,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,prerequisite,Course1_W9-S1-L1_Introduction_0-36
396,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi73
397,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,l_text_topics,topic_12
398,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi1163
399,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,concept_vocab_index,vi1043
400,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi988
401,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,l_text_topics,topic_11
402,Course1_W1-S1-L1_Introduction_Part_1_11-17,prerequisite,start
403,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,concept_vocab_index,vi537
404,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi848
405,Course1_W9-S2-L7_Summary_3-01,prerequisite,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11
406,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,concept_vocab_index,vi1331
407,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi982
408,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi74
409,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi43
410,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,prerequisite,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22
411,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi131
412,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi116
413,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi215
414,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi1108
415,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,concept_vocab_index,vi617
416,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi171
417,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,l_text_topics,topic_11
418,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi1284
419,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,l_text_topics,topic_5
420,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi60
421,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi873
422,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi27
423,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,concept_vocab_index,vi911
424,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,l_text_topics,topic_14
425,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi1043
426,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi984
427,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi134
428,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi1252
429,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,concept_vocab_index,vi1235
430,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi1072
431,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi1382
432,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,concept_vocab_index,vi988
433,Course3_W8-S1-L3_-_System_Architecture_-_9_slides_08-03,concept_vocab_index,vi1313
434,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,concept_vocab_index,vi561
435,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi27
436,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi262
437,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,concept_vocab_index,vi1111
438,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,concept_vocab_index,vi790
439,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi150
440,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,concept_vocab_index,vi1206
441,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,prerequisite,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34
442,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi770
443,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi403
444,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi559
445,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi980
446,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi236
447,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,concept_vocab_index,vi991
448,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,l_text_topics,topic_10
449,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi69
450,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,concept_vocab_index,vi938
451,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,l_text_topics,topic_7
452,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,concept_vocab_index,vi1252
453,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi74
454,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi130
455,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,concept_vocab_index,vi239
456,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi1341
457,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,concept_vocab_index,vi1299
458,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,l_text_topics,topic_12
459,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi1091
460,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,concept_vocab_index,vi369
461,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,concept_vocab_index,vi1377
462,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi1046
463,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi677
464,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi47
465,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,concept_vocab_index,vi73
466,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi88
467,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi55
468,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi982
469,Course1_W8-S1-L1_Introduction_1-41,prerequisite,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12
470,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi245
471,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,concept_vocab_index,vi134
472,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,prerequisite,Course1_W2-S1-L8_Summary_1-50
473,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1043
474,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,l_text_topics,topic_5
475,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi818
476,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,l_text_topics,topic_6
477,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi1442
478,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi1434
479,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi980
480,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi381
481,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi1481
482,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,prerequisite,Course2_W2-S1-L6_Interpolation_10-25
483,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,l_text_topics,topic_7
484,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,concept_vocab_index,vi1206
485,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1434
486,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi980
487,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi442
488,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,concept_vocab_index,vi73
489,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi625
490,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,l_text_topics,topic_12
491,Course2_W3-S1-L5_Naive_Bayes-_Relationship_to_Language_Modeling_4-35,l_text_topics,topic_7
492,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi945
493,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi205
494,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi468
495,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,prerequisite,Course1_W4-S2-L1_Introduction_00-17
496,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi1274
497,Course2_W3-S1-L2_Naive_Bayes_3-19,concept_vocab_index,vi55
498,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi51
499,Course2_W4-S1-L1_Generative_vs,concept_vocab_index,vi911
500,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi293
501,Course1_W2-S1-L8_Summary_1-50,concept_vocab_index,vi873
502,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi561
503,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi386
504,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,concept_vocab_index,vi47
505,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi55
506,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi937
507,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi55
508,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi1111
509,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi988
510,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi127
511,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,concept_vocab_index,vi832
512,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi468
513,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,concept_vocab_index,vi386
514,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,concept_vocab_index,vi171
515,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi442
516,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,level,level_2
517,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,concept_vocab_index,vi1124
518,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,l_text_topics,topic_6
519,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi47
520,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi725
