,head,variable,value,prob
94,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,l_text_topics,topic_12,74.38
95,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,l_text_topics,topic_12,99.78
96,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,l_text_topics,topic_6,4.81
96,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,l_text_topics,topic_7,2.49
96,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,l_text_topics,topic_12,92.24
97,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,l_text_topics,topic_0,1.68
97,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,l_text_topics,topic_2,1.46
97,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,l_text_topics,topic_6,25.56
97,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,l_text_topics,topic_11,45.01
97,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,l_text_topics,topic_12,25.95
98,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,l_text_topics,topic_6,24.46
98,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,l_text_topics,topic_12,75.36
99,Course1_W8-S1-L7_An_Example_Application_9-28,l_text_topics,topic_5,4.3
99,Course1_W8-S1-L7_An_Example_Application_9-28,l_text_topics,topic_11,53.87
99,Course1_W8-S1-L7_An_Example_Application_9-28,l_text_topics,topic_12,41.69
100,Course1_W8-S1-L8_Summary_2-45,l_text_topics,topic_12,99.43
101,Course1_W8-S2-L1_Introduction_0-47,l_text_topics,topic_1,3.88
101,Course1_W8-S2-L1_Introduction_0-47,l_text_topics,topic_12,86.33
101,Course1_W8-S2-L1_Introduction_0-47,l_text_topics,topic_14,8.28
102,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,l_text_topics,topic_6,19.01
102,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,l_text_topics,topic_12,80.79
103,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,l_text_topics,topic_6,73.78
103,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,l_text_topics,topic_11,13.3
103,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,l_text_topics,topic_14,12.72
104,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,l_text_topics,topic_1,3.67
104,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,l_text_topics,topic_6,96.2
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,l_text_topics,topic_4,4.38
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,l_text_topics,topic_6,47.58
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,l_text_topics,topic_11,16.39
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,l_text_topics,topic_12,21.67
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,l_text_topics,topic_14,9.9
106,Course1_W8-S2-L6_Summary_1-12,l_text_topics,topic_4,2.86
106,Course1_W8-S2-L6_Summary_1-12,l_text_topics,topic_11,19.1
106,Course1_W8-S2-L6_Summary_1-12,l_text_topics,topic_12,37.5
106,Course1_W8-S2-L6_Summary_1-12,l_text_topics,topic_14,39.71
107,Course1_W9-S1-L1_Introduction_0-36,l_text_topics,topic_4,16.5
107,Course1_W9-S1-L1_Introduction_0-36,l_text_topics,topic_7,20.0
107,Course1_W9-S1-L1_Introduction_0-36,l_text_topics,topic_12,39.7
107,Course1_W9-S1-L1_Introduction_0-36,l_text_topics,topic_14,22.17
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,l_text_topics,topic_1,15.66
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,l_text_topics,topic_4,33.01
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,l_text_topics,topic_7,21.16
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,l_text_topics,topic_12,30.02
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,l_text_topics,topic_6,18.37
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,l_text_topics,topic_7,63.15
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,l_text_topics,topic_12,18.34
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,l_text_topics,topic_4,3.68
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,l_text_topics,topic_6,14.38
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,l_text_topics,topic_7,36.08
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,l_text_topics,topic_11,45.26
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,l_text_topics,topic_4,24.38
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,l_text_topics,topic_6,17.63
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,l_text_topics,topic_7,17.91
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,l_text_topics,topic_11,14.82
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,l_text_topics,topic_12,25.14
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,l_text_topics,topic_4,8.76
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,l_text_topics,topic_7,10.09
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,l_text_topics,topic_11,8.85
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,l_text_topics,topic_12,63.55
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,l_text_topics,topic_14,8.65
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,l_text_topics,topic_2,48.65
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,l_text_topics,topic_12,34.15
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,l_text_topics,topic_14,16.49
114,Course1_W9-S2-L1_Introduction_0-30,l_text_topics,topic_6,18.42
114,Course1_W9-S2-L1_Introduction_0-30,l_text_topics,topic_12,79.56
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,l_text_topics,topic_1,12.41
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,l_text_topics,topic_6,31.04
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,l_text_topics,topic_7,5.35
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,l_text_topics,topic_11,4.72
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,l_text_topics,topic_12,45.71
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,l_text_topics,topic_6,17.21
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,l_text_topics,topic_8,26.81
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,l_text_topics,topic_12,34.71
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,l_text_topics,topic_14,21.11
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,l_text_topics,topic_1,8.55
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,l_text_topics,topic_6,50.21
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,l_text_topics,topic_12,41.15
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,l_text_topics,topic_1,18.74
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,l_text_topics,topic_7,3.76
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,l_text_topics,topic_11,10.85
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,l_text_topics,topic_12,37.23
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,l_text_topics,topic_14,29.31
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,l_text_topics,topic_6,71.38
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,l_text_topics,topic_11,23.34
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,l_text_topics,topic_12,5.04
120,Course1_W9-S2-L7_Summary_3-01,l_text_topics,topic_6,9.61
120,Course1_W9-S2-L7_Summary_3-01,l_text_topics,topic_9,1.65
120,Course1_W9-S2-L7_Summary_3-01,l_text_topics,topic_11,7.73
120,Course1_W9-S2-L7_Summary_3-01,l_text_topics,topic_12,13.13
120,Course1_W9-S2-L7_Summary_3-01,l_text_topics,topic_14,67.48
121,Course2_W1-S1-L1_Course_Introduction_14-11,l_text_topics,topic_5,12.47
121,Course2_W1-S1-L1_Course_Introduction_14-11,l_text_topics,topic_8,8.18
121,Course2_W1-S1-L1_Course_Introduction_14-11,l_text_topics,topic_9,35.44
121,Course2_W1-S1-L1_Course_Introduction_14-11,l_text_topics,topic_10,31.19
121,Course2_W1-S1-L1_Course_Introduction_14-11,l_text_topics,topic_12,2.36
121,Course2_W1-S1-L1_Course_Introduction_14-11,l_text_topics,topic_14,10.29
122,Course2_W1-S2-L1_Regular_Expressions_11-25,l_text_topics,topic_5,83.39
122,Course2_W1-S2-L1_Regular_Expressions_11-25,l_text_topics,topic_7,12.55
122,Course2_W1-S2-L1_Regular_Expressions_11-25,l_text_topics,topic_8,3.95
123,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,l_text_topics,topic_5,29.75
123,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,l_text_topics,topic_7,43.76
123,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,l_text_topics,topic_8,16.33
123,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,l_text_topics,topic_11,9.98
124,Course2_W1-S2-L3_Word_Tokenization_14-26,l_text_topics,topic_5,47.69
124,Course2_W1-S2-L3_Word_Tokenization_14-26,l_text_topics,topic_7,31.3
124,Course2_W1-S2-L3_Word_Tokenization_14-26,l_text_topics,topic_8,20.93
125,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,l_text_topics,topic_5,15.31
125,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,l_text_topics,topic_8,84.58
126,Course2_W1-S2-L5_Sentence_Segmentation_5-31,l_text_topics,topic_1,3.4
126,Course2_W1-S2-L5_Sentence_Segmentation_5-31,l_text_topics,topic_5,27.73
126,Course2_W1-S2-L5_Sentence_Segmentation_5-31,l_text_topics,topic_7,66.24
126,Course2_W1-S2-L5_Sentence_Segmentation_5-31,l_text_topics,topic_11,2.44
127,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,l_text_topics,topic_0,5.58
127,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,l_text_topics,topic_4,27.51
127,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,l_text_topics,topic_5,17.77
127,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,l_text_topics,topic_6,48.97
128,Course2_W1-S3-L2_Computing_Minimum_Edit_Distance_5-54,l_text_topics,topic_4,19.12
128,Course2_W1-S3-L2_Computing_Minimum_Edit_Distance_5-54,l_text_topics,topic_6,80.61
129,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,l_text_topics,topic_0,8.43
129,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,l_text_topics,topic_6,50.34
129,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,l_text_topics,topic_11,40.98
130,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,l_text_topics,topic_5,17.31
130,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,l_text_topics,topic_6,82.22
131,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,l_text_topics,topic_0,7.8
131,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,l_text_topics,topic_6,36.43
131,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,l_text_topics,topic_11,55.63
132,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,l_text_topics,topic_7,46.58
132,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,l_text_topics,topic_11,20.12
132,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,l_text_topics,topic_12,33.17
133,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,l_text_topics,topic_1,1.72
133,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,l_text_topics,topic_7,94.95
133,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,l_text_topics,topic_10,2.78
134,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,l_text_topics,topic_5,4.0
134,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,l_text_topics,topic_7,69.42
134,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,l_text_topics,topic_11,20.69
134,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,l_text_topics,topic_12,5.81
135,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,l_text_topics,topic_7,99.76
136,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,l_text_topics,topic_7,99.76
137,Course2_W2-S1-L6_Interpolation_10-25,l_text_topics,topic_4,90.27
137,Course2_W2-S1-L6_Interpolation_10-25,l_text_topics,topic_7,9.67
138,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,l_text_topics,topic_7,99.91
139,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,l_text_topics,topic_7,91.65
139,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,l_text_topics,topic_11,8.2
140,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,l_text_topics,topic_4,99.89
141,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,l_text_topics,topic_4,99.96
142,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19,l_text_topics,topic_4,99.92
143,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,l_text_topics,topic_4,99.91
144,Course2_W3-S1-L1_What_is_Text_Classification_8-12,l_text_topics,topic_2,54.15
144,Course2_W3-S1-L1_What_is_Text_Classification_8-12,l_text_topics,topic_4,1.24
144,Course2_W3-S1-L1_What_is_Text_Classification_8-12,l_text_topics,topic_5,18.54
144,Course2_W3-S1-L1_What_is_Text_Classification_8-12,l_text_topics,topic_7,25.94
145,Course2_W3-S1-L2_Naive_Bayes_3-19,l_text_topics,topic_7,55.69
145,Course2_W3-S1-L2_Naive_Bayes_3-19,l_text_topics,topic_9,37.26
145,Course2_W3-S1-L2_Naive_Bayes_3-19,l_text_topics,topic_10,6.72
146,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,l_text_topics,topic_4,2.31
146,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,l_text_topics,topic_7,80.67
146,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,l_text_topics,topic_13,16.89
147,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,l_text_topics,topic_7,99.73
148,Course2_W3-S1-L5_Naive_Bayes-_Relationship_to_Language_Modeling_4-35,l_text_topics,topic_7,99.68
149,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,l_text_topics,topic_7,99.6
150,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,l_text_topics,topic_0,73.92
150,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,l_text_topics,topic_5,25.99
151,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,l_text_topics,topic_5,19.12
151,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,l_text_topics,topic_7,55.04
151,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,l_text_topics,topic_9,7.58
151,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,l_text_topics,topic_10,13.35
151,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,l_text_topics,topic_14,4.79
152,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,l_text_topics,topic_1,13.49
152,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,l_text_topics,topic_5,13.08
152,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,l_text_topics,topic_7,63.13
152,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,l_text_topics,topic_8,1.48
152,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,l_text_topics,topic_11,8.68
153,Course2_W3-S2_L1_What_is_Sentiment_Analysis_7-17,l_text_topics,topic_5,99.82
154,Course2_W3-S2_L2_Sentiment_Analysis-_A_baseline_algorithm_13-27,l_text_topics,topic_7,99.91
155,Course2_W3-S2_L3_Sentiment_Lexicons_8-37,l_text_topics,topic_4,99.92
156,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,l_text_topics,topic_0,83.3
156,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,l_text_topics,topic_5,2.82
156,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,l_text_topics,topic_7,13.81
157,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,l_text_topics,topic_5,26.38
157,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,l_text_topics,topic_7,73.51
158,Course2_W4-S1-L1_Generative_vs,l_text_topics,topic_7,29.3
158,Course2_W4-S1-L1_Generative_vs,l_text_topics,topic_11,21.59
158,Course2_W4-S1-L1_Generative_vs,l_text_topics,topic_12,15.02
158,Course2_W4-S1-L1_Generative_vs,l_text_topics,topic_14,33.42
159,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,l_text_topics,topic_7,44.11
159,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,l_text_topics,topic_8,11.95
159,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,l_text_topics,topic_11,40.56
159,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,l_text_topics,topic_14,3.32
160,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,l_text_topics,topic_7,30.77
160,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,l_text_topics,topic_11,69.12
161,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,l_text_topics,topic_7,16.68
161,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,l_text_topics,topic_11,83.15
162,Course2_W4-S1-L5_Generative_vs,l_text_topics,topic_7,99.88
163,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,l_text_topics,topic_11,99.84
164,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,l_text_topics,topic_5,99.85
165,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,l_text_topics,topic_4,2.01
165,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,l_text_topics,topic_5,74.19
165,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,l_text_topics,topic_11,23.6
166,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,l_text_topics,topic_5,16.36
166,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,l_text_topics,topic_7,6.3
166,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,l_text_topics,topic_8,48.91
166,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,l_text_topics,topic_11,28.35
167,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,l_text_topics,topic_5,3.79
167,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,l_text_topics,topic_6,11.88
167,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,l_text_topics,topic_7,3.27
167,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,l_text_topics,topic_8,22.14
167,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,l_text_topics,topic_11,58.84
168,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,l_text_topics,topic_4,30.81
168,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,l_text_topics,topic_5,65.08
168,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,l_text_topics,topic_11,4.0
169,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,l_text_topics,topic_4,16.87
169,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,l_text_topics,topic_5,82.95
170,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,l_text_topics,topic_5,79.32
170,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,l_text_topics,topic_7,13.62
170,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,l_text_topics,topic_14,6.96
171,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,l_text_topics,topic_4,28.67
171,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,l_text_topics,topic_5,62.16
171,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,l_text_topics,topic_7,6.49
171,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,l_text_topics,topic_12,2.58
172,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,l_text_topics,topic_8,13.98
172,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,l_text_topics,topic_11,85.44
173,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,l_text_topics,topic_7,4.66
173,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,l_text_topics,topic_11,95.23
174,Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,l_text_topics,topic_7,19.37
174,Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,l_text_topics,topic_9,14.16
174,Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,l_text_topics,topic_11,66.14
175,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,l_text_topics,topic_11,99.95
176,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,l_text_topics,topic_4,10.4
176,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,l_text_topics,topic_8,71.07
176,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,l_text_topics,topic_11,4.59
176,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,l_text_topics,topic_14,13.86
177,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,l_text_topics,topic_8,27.02
177,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,l_text_topics,topic_11,63.88
177,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,l_text_topics,topic_14,9.01
178,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,l_text_topics,topic_1,31.27
178,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,l_text_topics,topic_9,25.39
178,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,l_text_topics,topic_14,43.18
179,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,l_text_topics,topic_1,13.3
179,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,l_text_topics,topic_5,6.25
179,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,l_text_topics,topic_10,6.41
179,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,l_text_topics,topic_11,36.74
179,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,l_text_topics,topic_14,37.18
180,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,l_text_topics,topic_1,5.3
180,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,l_text_topics,topic_8,48.26
180,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,l_text_topics,topic_14,46.34
181,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,l_text_topics,topic_1,49.42
181,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,l_text_topics,topic_11,29.57
181,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,l_text_topics,topic_14,20.92
182,Course2_W6-S1-L2_Grammar_Transforms_12-05,l_text_topics,topic_1,29.86
182,Course2_W6-S1-L2_Grammar_Transforms_12-05,l_text_topics,topic_11,18.81
182,Course2_W6-S1-L2_Grammar_Transforms_12-05,l_text_topics,topic_14,51.22
183,Course2_W6-S1-L3_CKY_Parsing_23-25,l_text_topics,topic_1,21.27
183,Course2_W6-S1-L3_CKY_Parsing_23-25,l_text_topics,topic_11,78.66
184,Course2_W6-S1-L4_CKY_Example_21-52,l_text_topics,topic_1,20.19
184,Course2_W6-S1-L4_CKY_Example_21-52,l_text_topics,topic_11,79.73
185,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,l_text_topics,topic_11,41.87
185,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,l_text_topics,topic_14,57.99
186,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,l_text_topics,topic_1,14.29
186,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,l_text_topics,topic_7,1.43
186,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,l_text_topics,topic_8,17.06
186,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,l_text_topics,topic_14,67.04
187,Course2_W6-S2-L2_Charniaks_Model_18-23,l_text_topics,topic_7,7.25
187,Course2_W6-S2-L2_Charniaks_Model_18-23,l_text_topics,topic_14,92.67
188,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,l_text_topics,topic_1,15.65
188,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,l_text_topics,topic_11,23.15
188,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,l_text_topics,topic_14,61.06
189,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,l_text_topics,topic_11,3.11
